n04403638	望遠鏡
n02759387	オートジャイロ
n03685307	小屋
n03001627	腰掛け
n07768694	ザクロ
n01534582	ユキヒメドリ
n02962200	キャブレター
n04598965	横糸
n09416890	天井
n03133050	鉤針
n04479823	架台
n02213107	雀蜂
n03086670	コンチェルティナ
n04457767	トルクコンバーター
n09872066	天狗
n03945615	パイプ
n03417749	庭前
n04587404	風車
n01619310	ヒメコンドル
n02129604	虎
n03557590	製氷機
n02139199	蝙蝠
n09287968	構造
n02580679	マアジ
n13040303	スッポンタケ
n01775370	タランチュラ
n04471632	トランジスター
n03479397	寄宿舎
n12171966	オクラ
n10631309	議長
n10732010	喇叭吹き
n13044778	ツチグリ
n01743086	オオアナコンダ
n12023726	タンジー
n04042358	無線電報
n02849154	毛布
n02403231	去勢牛
n01963571	ムール貝
n02891188	輪止め
n07814634	クミン
n02835271	タンデム自転車
n07686873	トースト
n03976657	竿
n02442845	ミンク
n01592084	四十雀
n04532670	陸橋
n11876432	メキャベツ
n04465358	トラクションエンジン
n13055577	ポルチーニ
n10512372	新兵
n04261767	音響器
n10707233	療法士
n04001265	圧力鍋
n04525305	販売機
n11855274	ヤマゴボウ属
n03721590	マリーナ
n03770439	ミニ
n07698250	ジャイロ
n03563460	羽根車
n12279458	黒樫
n01570267	カマドムシクイ
n01407798	緑藻
n02376918	牡馬
n02437136	駱駝
n03519081	ハイライト
n09406793	岩礁
n09917593	豎子
n02127052	山猫
n01443831	鮒
n03666591	電燈
n04539203	テラリウム
n07617188	プディング
n02672371	宿泊設備
n03004824	聖堂
n07612996	プディング
n10225219	裁判官
n02959942	鉄道車両
n03118969	カントリーハウス
n03401279	燃料噴射装置
n04110178	バラ窓
n04058239	読み出し専用メモリー
n12168565	ロベリア
n12877244	金魚草
n04371563	海水着
n02437616	ラマ
n03649909	芝刈り機
n03958752	ラップ
n03541696	逆旅
n02280649	紋白蝶
n04583620	ワイドボディ機
n07575076	昼餐
n07599911	がじゃまめ
n04081844	制限器具
n04108268	荷縄
n02931417	ナイトクラブ
n01538059	オオジュリン
n13110915	溺水
n03454885	卸し金
n04067472	糸巻き
n03070193	クライダー
n03363749	火縄銃
n10421016	ファラオ
n03404360	毛帽子
n03221059	アイマスク
n02978881	テープ
n04599235	羊毛
n03079136	小型車
n07861158	パン生地
n02804610	ファゴット
n01629276	山椒魚
n03247083	点眼器
n03146777	キュロット
n04548362	金入れ
n03800933	楽器
n04115256	テラスハウス
n11792341	スパティフィラム属
n11887119	匂いあらせいとう
n01527194	イワヒバリ科
n11876803	ブロッコリ
n07819166	ミント
n11931540	ヨモギ
n07744811	黒苺
n07840804	鶏卵
n02512053	鱗
n04347519	軽機関銃
n03089624	菓子店
n01968315	頭足類
n02896442	ニッカーボッカーズ
n02093428	アメリカン・ピット・ブル・テリア
n04318787	框
n03434188	ジェネレーター
n02935658	食堂
n12915140	ランタナ
n10324560	雛形
n01579028	鴉
n03957420	絆創膏
n07856270	ペースト
n01838598	啄木鳥
n04095342	リベット
n10360747	下士官
n07816296	ローリエ
n04350581	砂糖壺
n11892181	バージニアストック
n04568841	網
n03268790	電気自動車
n07920349	カプチーノ
n07680517	ブレッドスティック
n09288635	間欠泉
n12400489	パンノキ
n12904314	菲沃斯
n02112706	ブラバンソングリフォン
n02332156	ハツカネズミ
n03099945	電炉
n03908714	鉛筆削り
n02810471	電池
n13003254	デス・エンジェル
n04184316	シャンタン
n12711596	レモン
n04452615	道具箱
n01581166	カナダカケス
n07719839	砂糖大根
n07690511	コーンマフィン
n04450749	火箸
n01521399	レア
n01844917	水禽
n01568892	キイロアメリカムシクイ
n05259914	辮髪
n03593526	甕
n01469103	海鞘
n02863750	蒸気ガマ
n01491361	イタチザメ
n04363991	お医者
n04000311	印刷機
n02130308	チータ
n01623880	ニシアメリカフクロウ
n02121620	猫
n02023341	千鳥
n02795169	薦被り
n08518171	野営地
n02946824	カムシャフト
n03602081	伝馬船
n03967942	栓
n03917198	柱列
n03238131	試着室
n01674464	蜥蜴
n07891726	葡萄酒
n01322604	狆ころ
n12121610	オニウシノケグサ
n03254189	ベンチ
n11634736	米杉
n02878222	運送船
n03742115	薬籠
n11844892	月下美人
n03877351	ペーズリー
n01624833	トラフズク
n02490219	マーモセット
n04141076	サックス
n04103206	麺棒
n03051540	被服
n04397768	茶釜
n03278248	電子機器
n03650551	新生児用品一式
n03115400	綿ネル
n01873310	鴨の嘴
n01886756	有胎盤哺乳類
n12284262	ハンノキ
n09828216	赤ん坊
n03645011	繋き金
n02326432	野兎
n02004492	セイタカコウ
n11934807	シオン
n01449374	カダヤシ
n04188179	敷栲
n04515003	アップライトピアノ
n03565288	跡
n12360108	ベゴニヤ
n01776313	真だに
n11810358	カスミソウ
n02619550	トビハゼ
n02710201	ヒューマノイド
n03822504	ニュースルーム
n02278210	貝母
n02088364	ビーグル
n04143897	首巻き
n03941684	ピンセット
n02921884	墓
n04243546	スロットマシン
n03032811	輪
n02905036	ブロイラー
n03689157	織機
n04026813	自転車
n10200781	重要人物
n03168217	ビーチチェア
n01955084	ヒザラガイ
n04299370	畜房
n09399592	碕
n10432441	外国人旅行者
n03085915	コンピュータシステム
n03619650	道具一式
n03236735	ワンピース
n03518943	螢光ペン
n03007130	礼拝堂
n02775483	バグパイプ
n09820263	選手
n04132985	サモワール
n01444339	デンキウナギ
n11690254	隠頭花序
n03035252	円蓋
n01558149	ウタツグミ
n03254374	空舟
n02309337	青虫
n03467517	ギター
n02274822	立羽蝶
n04482297	トリコット
n02480855	大猩猩
n10405694	患者
n02947818	燭台
n04436329	木杭
n12766869	蔦漆
n02763604	鳥小屋
n03049782	接写レンズ
n04450640	トナー
n03924069	音盤
n11753700	白詰め草
n07859284	雪白
n04591887	ワインクーラー
n03237992	部屋着
n10560106	級友
n03449451	瓢箪
n03874293	外輪
n03322836	農家
n02848216	物打ち
n01611800	大隼
n02923129	焼却装置
n07935504	水
n04247440	喫煙室
n07691091	スコッチパンケーキ
n07642742	アップルバター
n02932019	船室
n02107312	ミニチュア・ピンシャー
n07762244	パパイヤ
n10722575	調教師
n12245319	アザレア
n02896294	腰布
n12865824	サルビア
n01853498	クロガモ
n12840749	キランソウ
n10098245	笛吹き
n04554211	障泥板
n03880323	パン
n04561287	量水計
n03584829	鉄
n03344393	消防艇
n04475411	トラピーズ
n07713763	カラシナ
n03261776	受話器
n07570720	養分
n04009552	映写機
n04001499	圧力計
n04037964	レース艇
n09905185	公認会計士
n09889065	コールガール
n01616086	ミサゴ
n07902121	エチルアルコール
n02911332	研磨機
n10070711	露出狂
n03491032	ハンググライダー
n02850732	ミキサー
n03036022	市役所
n01855032	海秋沙
n03186285	ダウ船
n03050864	洗濯籠
n10737103	代役
n03066359	コイルスプリング
n02445394	ラッコ
n12336224	ストロフルス
n09398076	路面の穴
n02944075	キャミソール
n03974915	コンパクトカメラ
n04502197	タートルネック
n09713108	ダッチマン
n03507963	熱機関
n03094503	容物
n07680761	黒パン
n04605726	包装
n01574045	ブラックバード
n03595523	ジャージー
n09830194	裏
n03208938	ディスクブレーキ
n04527648	縁側
n03895866	客車
n01835276	ヨタカ科
n04145863	シュミットカメラ
n04138977	ソースパン
n01944812	食用蝸牛
n04266162	宇宙ステーション
n04130143	サラダバー
n03766935	石臼
n09920283	コリオグラファー
n03145522	キュー
n04125853	安全バンド
n09809925	編曲者
n02152740	肉食動物
n12128071	スズメノヒエ
n04238321	ファスナー
n03125729	揺籃
n02434954	ヨツメジカ
n01622779	カラフトフクロウ
n12427184	オニユリ
n03282401	装飾
n04127904	帆
n02095727	ウェルシュテリア
n03695857	ルーガー
n04375405	回転変流機
n03112869	コルセット
n07587441	チャウダー
n10740868	成り上がり者
n03528523	ホビーパソコン
n03075634	コンバイン
n02922578	ブルカ
n08659861	石油生産地域
n03333129	小型望遠鏡
n03376279	フォルダー
n04305572	船室
n03225988	ダブルベッド
n04568557	同座
n02895438	呼気分析計
n04200800	靴屋
n02580830	マアジ
n03454211	鉤縄
n02692877	飛行船
n10205457	内野手
n04329477	貯蔵室
n12050959	キンラン
n04265275	スペースヒーター
n01527917	雲雀
n03986704	前廊
n11625003	オウシュウトウヒ
n04405762	モニターテレビ
n01389507	原虫
n05453657	好中球
n03202940	整流管
n02694045	側廊
n13111881	盆栽
n02419336	シャモア
n01578180	キュウカンチョウ
n02760855	自動小銃
n02229544	鈴虫
n13108545	陰樹
n07879450	鮨
n03790512	自動自転車
n04139395	サウナ
n02470238	サル
n03625646	編み針
n03664943	靱帯
n07690152	ハンバーガーロール
n11955896	アゲラータム
n04511002	最高学府
n01910747	クラゲ
n03162460	暗室
n03097362	コントロールセンター
n02361587	ウッドチャック
n02128757	ユキヒョウ
n03574555	機関
n07814390	シナモンスティック
n03863923	表着
n02444819	カワウソ
n02769748	背嚢
n04603399	ワークステーション
n02099601	ゴールデン・レトリバー
n12811027	芝桜
n09971273	野趣
n02146371	ブラウンバット
n02753394	原子時計
n10189278	市民
n03766322	婦人帽
n03652729	差し掛け小屋
n04288533	ばねばかり
n07821260	車葉草
n04061793	正室
n02330245	鼠
n07694516	ソーダビスケット
n07711080	フライドポテト
n11921395	伊吹
n04355511	サンドレス
n02801525	洗面器
n01314388	病害生物
n09934337	歯車
n04238763	計算尺
n14974264	西洋紙
n01424420	マラリア原虫
n03226880	両開き
n07802417	飯米
n03384891	夜会服
n03064935	歯
n12753573	花楓
n04389033	特車
n02961544	車爆弾
n07917392	サイドカー
n07819896	パセリ
n03855214	オーガンザ
n03041632	チョッパー
n01663782	海坊主
n03423719	ガスケット
n03612814	釜
n02510455	パンダ
n07831146	カルボナーラ
n01846331	鴨
n02128385	ヒョウ
n12580654	フジ
n03434285	ジェネレーター
n12618727	藻塩草
n08633683	海岸地帯
n02360282	縞栗鼠
n11703669	ローレル
n04440963	タイヤチェーン
n03484487	ハンドクリーム
n02752496	スポーツ靴下
n04607869	腕時計
n11981192	ムギワラギク
n04128710	帆布
n10034201	飲んだくれ
n03071021	オーデコロン
n07857356	山葵
n03000684	チェーンソー
n01610552	チュウヒワシ
n03956157	プラネタリウム
n12027222	レオ
n04243941	スロットマシン
n04194289	船舶
n04216634	篩
n10348526	海軍特殊部隊
n09251407	箒星
n02992211	チェロ
n02085374	小型犬
n03726760	船檣
n07707451	野菜
n07843464	スフレ
n04192698	盾
n03013580	テディー
n11614250	イエローパイン
n03426134	ガスタンク
n03980874	ポンチョ
n01395254	繊毛虫
n02782093	風船
n03410740	猿ぐつわ
n02831595	バーミューダショーツ
n07898117	サンテミリオン
n02441942	鼬鼠
n03548626	船体
n04609651	レントゲン撮影機
n07769731	ランブータン
n12887293	ボンバナ
n01641739	青蛙
n01856553	ハイイロガン
n03020416	チップ
n02763901	雨覆い
n07681691	シナモンブレッド
n09718217	日本人
n07876651	スコッチエッグ
n04022332	パンプス
n04312432	尖塔
n04518343	真空計
n03474779	金鋸
n03802007	マスケット銃
n03662887	ライフベスト
n11839568	七つ
n04397452	ティーカップ
n02128925	ジャガー
n02598878	グチ
n07858978	蜜
n03180504	駆逐艦
n03417345	苑地
n03919430	杵
n02472293	人間
n02803934	ベース
n03578055	ドアホン
n02106854	警察犬
n02569484	裏側
n03691459	ラウドスピーカーシステム
n02380583	ムスタング
n03865371	オーバーナイトバッグ
n02939866	端度器
n02164464	甲虫
n03916720	ペリフェラル
n07577374	間食
n02509197	キンカジュー
n07724269	アイスバーグレタス
n03503997	前照燈
n02129165	百獣の王
n02768114	背板
n03289985	アンサンブル
n07732168	スイートコーン
n07933274	茶
n01632777	アホロートル
n03590306	ジャケツ
n04021798	揚水機
n03159640	高座
n07575510	アフターヌーンティー
n07860331	グレナデン・シロップ
n00006484	細胞
n07895237	ボルドーワイン
n09933098	靴屋
n03683995	ロケット
n03199901	ディンギー
n07725255	レンズマメ
n01959029	マテガイ
n01603812	ヒメレンジャク
n04230603	ストック
n11752578	クローバー
n04146050	校舎
n12164363	マスクメロン
n04403413	望遠レンズ
n02058221	信天翁
n12336092	ペパーミント
n10671613	跡継ぎ
n01592540	カロライナ小雀
n03156279	シリンダ
n02110958	パグ
n04326547	石垣
n03950228	点水
n03169063	デコーダ
n02817799	リード楽器
n10151760	ギタリスト
n04309833	スチームアイロン
n03761084	電子レンジ
n12129738	リボングラス
n10148035	花聟
n12401684	イチジク
n07912211	ハイボール
n01528396	鶺鴒
n07852229	スティルトン
n02782681	投票箱
n03509394	赤外線電球
n03423568	ガスタンク
n12796022	ヒマラヤユキノシタ
n09842528	低音
n03487444	ハンドローション
n02715513	玄関ホール
n03370387	蛍光灯
n03743016	巨石
n04402580	受話器
n03382292	車回
n02883344	箱
n02961451	騎銃
n02961035	隊商宿
n03381126	履物
n11618861	落葉松
n03699591	パンガ
n03017168	鐘
n03439814	グライダー
n03718458	領主邸
n10521662	通信員
n02533209	サーディン
n04552348	軍用機
n03413684	飛節
n04127521	安全剃刀
n12713063	金柑
n07878145	ビーフストロガノフ
n03804744	釘
n10267865	小妹
n13052670	マイタケ
n04227144	素描
n03789946	原動機
n03494537	風琴
n02090475	ウルフハウンド
n03218198	犬橇
n04435180	瓦
n03914438	胡椒入れ
n04419642	テルミン
n07868200	フレンチトースト
n02065407	ミンク鯨
n03748162	店鋪
n07593199	スモーガスボード
n03450516	衣裳
n03429914	ガーゼ
n03349892	一等
n04105068	屋根
n04185804	電気剃刀
n02211444	ハキリバチ
n02105641	ボブテール
n03865949	オーバーシューズ
n01491006	葦切鮫
n09873473	稼ぎ手
n04020912	プルマン
n07748912	オレンジ
n03127925	梱包用箱
n04282494	副木
n03329302	観覧車
n02050442	アカエリカイツブリ
n03585073	アイアン
n02133704	ツキノワグマ
n09946814	司会者
n02123394	ペルシア猫
n01661091	爬虫類
n13136316	豆
n03223686	閾
n03868242	牛車
n03201776	ブラックタイ
n03303217	換気扇
n02363005	ビーバー
n02279972	オオカバマダラ
n07764630	タマリンド
n04563413	水車
n02311060	幼虫
n03920288	ペトリ皿
n03431243	歯車
n04061969	壁龕
n12124627	ドクムギ
n09308743	アイスキャップ
n07860447	メープルシロップ
n03996145	電動のこぎり
n02601344	ボラ
n03453443	ブドウ棚
n12640839	梅
n04254680	サッカーボール
n07895595	キャンティ
n02910145	バケットシート
n04152593	ブラウン管
n12399132	桑
n01667114	鼈
n02555863	パーチ
n01950731	ウミウシ
n03792782	マウンテンバイク
n04171208	信号
n03092656	コンソール
n02843684	鳥小屋
n07714990	ブロッコリー
n03309110	アイライナー
n04140631	木挽き台
n03836906	ナイロン
n07893642	三鞭酒
n03876231	絵筆
n03590588	びっくり箱
n04040247	ラジアルタイヤ
n07875436	リゾット
n02807133	海水帽
n04255899	煉瓦住宅
n07894298	メドック
n03240892	ボール盤
n14696793	磐
n04483307	トリマラン
n02470899	類人猿
n02054036	鵜
n03787032	角帽
n12912670	サルメンバナ
n07751451	酸桃
n03361550	フラットシューズ
n04200000	石突き
n09811852	砲手
n02076779	アシカ科
n01599556	アメリカオオモズ
n03642444	ラペル
n09855433	伝記作者
n03238586	鏡台
n04585980	ウィンチェスター
n01959492	シャコ
n12593994	ナツメヤシ
n03165466	託児所
n03684823	機関車
n04015908	分度器
n02861886	車体
n02321170	ウミシダ
n02203152	蚋
n02755529	攻撃型潜水艦
n02974697	箱
n03039015	鍵盤楽器
n12074408	オンシジューム
n07930062	フルーツポンチ
n02397529	ペッカリー
n04045255	レードーム
n03521076	蝶番い
n02404573	梵天王
n03460297	磨石
n03733925	測定装置
n03150511	アイロン
n03126707	起重機
n07911677	カクテル
n10321340	マイナーリーガー
n04347754	潜航艇
n03676483	紅
n07713267	食用ダイオウ
n12560621	グリーンピース
n10763620	女給
n03180384	匙
n04052658	ランチハウス
n03947798	ピケ
n03502331	頭を覆う物
n07597365	飴玉
n02163297	トビムシ
n04212282	シャトルコック
n02016358	バン
n04116098	輪ゴム
n03589513	ジャック
n03996416	パワーショベル
n10689306	テールバック
n02738535	肘掛椅子
n04122492	セーブル
n03957315	プランター
n04072551	手綱
n02410702	バッファロー
n03135532	磔柱
n12759273	カシュー
n04535524	ヴィラ
n02298541	黄色雀蛾
n02973017	弾倉
n12164656	マスクメロン
n02590702	鯛
n04477548	玉手箱
n02487347	マカク
n04389521	タンク車
n02823428	ビール瓶
n10019406	潜水夫
n12256112	ウィンターグリーン
n10542761	走者
n10386984	外野手
n03427202	ピストル
n12953206	薇
n12494794	ホウオウボク
n07611991	ムース
n12337617	ユーカリ
n02776825	目出し帽
n03442597	指針
n12484784	ミツガシワ
n03825080	寝間着
n02276355	赤立羽蝶
n01812662	カワラバト
n03543735	湯湯婆
n07775050	ピスタチオ
n02809105	ろうけつ染め
n04039742	ラケットボール
n07914995	ギムレット
n03605598	ジャンプスーツ
n10548537	男性販売員
n03003091	白墨
n07765073	棗椰子
n03100490	輸送機関
n07748753	橙
n07822323	カルダモン
n06272612	音声メール
n01504344	鳥の子
n04113194	ルーレット
n11902200	ヒナゲシ
n04141327	鞘
n01982650	ロブスター
n02399000	反芻動物
n04142731	走査装置
n01662784	カメ
n03956922	工業プラント
n03557692	製氷機
n02760099	オートマット
n02156871	四肢動物
n04489695	嫁入り道具
n04191595	避難所
n04285008	スポーツカー
n07814203	ニッキ
n07887967	ライトビール
n02984203	大聖堂
n04474187	輸送船
n10427764	理学療法士
n04345028	書院
n02006656	ヘラサギ
n03609397	カズー
n03605915	別れ目
n03394916	ホーン
n03196598	数字表示
n03541091	病室
n02106030	コリー
n11918286	アゲラータム
n04281260	痰壷
n10092978	中尉
n04350769	シュガースプーン
n13144084	西洋榛
n01742172	ボアコンストリクター
n03049924	大黒頭巾
n04592741	翼
n03938522	ボビンレース
n13237188	サクララン
n02901377	ブリッグ
n12159055	ペポカボチャ
n11992806	ガーベラ
n03356982	フランネル
n03874599	錠前
n01484850	ホホジロザメ
n04004990	プリンタケーブル
n07930315	ミモザ
n01530575	アトリ
n03121298	裁判所
n03709363	マグナム
n01946630	海人小舟
n02112018	スピッツ
n12638753	リンボク
n07896287	デザートワイン
n03261603	耳袋
n01990800	等脚目
n10502329	ラビ
n09927451	聖職者
n03549732	遊歩甲板
n02777100	秤
n03445617	ゴルフバッグ
n12932966	三つ葉
n12310349	紫はしどい
n02475669	ヒト属
n03275681	電解
n03407865	フュージドライブ
n03222176	戸
n02624167	サバ
n10560637	科学者
n02927887	バタフライバルブ
n04337287	ストレッチパンツ
n11697560	メギ科
n02584449	ピラニア
n04442312	トースター
n12946849	ミズキ
n01392380	アメーバ
n03416640	整備工場
n03296081	エスケープメント
n04119751	横さん
n11875938	キャベツ
n04215402	歩道
n07866723	春巻き
n02682922	エアゾル
n03701391	機関銃
n07854184	モッツァレッラ
n03724066	マスカラ
n10630188	話者
n10308732	フィクサー
n07906718	バーボン
n03904433	輪タク
n02431122	ワピチ
n04086273	連発銃
n02443346	フェレット
n04595028	ワイヤレスフィデリティ
n03992509	轆轤
n10761190	航海者
n02319095	雲丹
n02089555	フォックスハウンド
n02117900	ブチハイエナ
n07714571	キャベツ
n03708036	磁気テープ
n03661043	図書館
n03250089	ドラムブレーキ
n12327022	フサモ
n02940385	コールセンター
n07591961	パエリャ
n03571625	墨継
n12714755	山椒
n02481366	マウンテンゴリラ
n03542333	逆旅
n04049303	天水桶
n12065316	鷺草
n02979836	ギプス包帯
n01756291	ヨコバイガラガラヘビ
n04103364	車輛
n03464053	越中褌
n03858183	耳鏡
n07826930	大茴香
n12794985	アスチルベ
n03492922	安全帽
n03383099	ジブ
n07748416	ウンシュウミカン
n02046939	ハジロウミバト
n04485082	鉄輪
n03165096	デイベッド
n06276697	放送
n04004210	プリント回路
n15093298	ビタミンＣ
n03831382	鼻革
n01740551	盲蛇
n01318381	頭数
n11857696	スベリヒユ
n04097373	複座
n04550184	ワードローブ
n03973839	袖時計
n12460697	ムスカリ
n04167346	播種機
n02679257	加算機
n03681477	ローカルエリアネットワーク
n04049405	雨着
n10366966	看護師
n02844307	ビット
n12836337	瑠璃唐草
n04175574	慰安所
n04450994	舌革
n04401088	電話機
n02282257	ヒメシジミ亜科
n02474777	ホモサピエンス
n02252226	アブラムシ
n03785237	モケット
n09256479	珊瑚礁
n10259997	少佐
n01953361	子安貝
n03343737	火災報知器
n09951274	コンピューターユーザー
n02437312	単峰駱駝
n07894102	ボジョレー
n07697100	バーガー
n04160372	縫目
n03046257	時辰儀
n03716966	マンドリン
n09902954	祝賀者
n03309687	アイシャドー
n03984381	車寄せ
n04572935	掘井戸
n03235042	表座敷
n12215579	バンクシア
n02138441	ミーアキャット
n02948072	蝋燭
n04380255	肉叉
n12675876	水鬘
n07744057	苔桃
n02851099	遮蔽
n03146219	短甲
n04164406	２塁
n03213538	デスビキャップ
n04317175	聴診器
n03440216	全地球測位
n10123844	武将
n02109525	サンベルナール峠
n02377480	雌馬
n01797020	ヨーロッパオオライチョウ
n11661372	イチイ
n03320046	扇面
n04136333	サロン
n02893608	餌袋
n04398951	ティーテーブル
n03244047	１番ウッド
n07869111	ハギス
n06278338	ケーブルテレビ
n07771212	胡桃
n02234355	輪紋ゴキブリ
n02891788	黄銅
n02796995	飲屋
n03251533	乾ドック
n02682569	通気装置
n03478907	広間
n02887209	添え木
n09834699	バレーダンサー
n02802990	篭目織り
n03516266	杉綾模様
n04409515	テニスボール
n09760609	連れ
n02921029	ブンゼンバーナー
n03197337	デジタルウオッチ
n01606672	ハイタカ
n01891633	トガリネズミ
n07747951	蜜柑
n04445952	オンオフスイッチ
n04410086	トムトム
n02952374	水筒
n04534359	ビデオテープ
n02312006	地虫
n02667093	アバーヤ
n01955933	斧足類
n04469514	トランポリン
n04044498	無線
n07850329	乾酪
n02768226	バックボード
n03715386	木槌
n03714235	化粧
n07899108	ヴェルモット
n04059157	出来合い
n04177820	寝椅子
n04057981	電気スタンド
n04135710	サランラップ
n03357716	舵
n04023962	パンチボール
n03595614	プルオーバー
n04094720	蹴上げ
n01321456	成獣
n03064758	龕
n04346511	風格
n03855604	Ｏリング
n03120198	坪庭
n12268246	橿
n02977438	金銭登録機
n12821895	エゾムラサキ
n02123159	虎猫
n04141198	サクソルン
n09206896	小川
n02162561	挙尾虫
n03943266	尖塔
n02794156	気圧計
n02766534	乳母車
n02715229	空中線
n04099429	ロケット弾
n07801342	サイレージ
n03196324	デジタルコンピュータ
n02881193	鉢
n09938449	カラーガード
n04193377	シフトキー
n07750586	アーモンド
n12330891	楊梅
n03534580	クリノリン
n02439398	オカピ
n09859152	鍛冶屋
n03338821	写真フィルム
n07822518	唐辛子
n04381073	テーブルスプーン
n04599124	ウーファー
n02202006	アカイエカ
n04494204	電子管
n09224725	断崖
n07876189	ザウアクラウト
n04367480	モップ
n02988486	CD-WO
n02125494	オセロット
n02671780	装身具
n04198562	シャツブラウス
n04559166	ウォータークーラー
n09451237	超新星
n02036053	ピロティ
n02978753	キャセロール
n12602980	大黄
n04284002	御匙
n12145477	ポップコーン
n04463679	軌道
n01990007	蝦蛄
n01576076	ニシコウライウグイス
n12708654	橙
n01728572	盲蛇
n03481172	鎚
n11748002	豆
n01525720	鳴禽類
n03744840	記憶装置
n03249569	膜鳴楽器
n01744100	アミメニシキヘビ
n12416073	ダルマヒオウギ
n03652932	首綱
n04076284	連発銃
n07735803	蕪
n02811059	バッティングケージ
n04554684	洗濯機
n02919792	田舎家
n12578626	ササゲ
n12833985	ウシノシタ
n02027075	アメリカイソシギ
n03912218	笛
n07730207	人参
n12800586	チャルメルソウ
n06277280	テレビ放送
n12319414	胡桃
n01573074	牧場鳥
n02687992	飛行場
n10043643	経済家
n12418221	ニワゼキショウ属
n02430559	鹿
n02773838	旅行鞄
n02438272	アルパカ
n03176594	デオドラント
n07582277	オードブル
n03279153	電子楽器
n03553019	水中翼船
n01677366	イグアナ
n02438173	グアナコ
n02944146	キャミソール
n09616922	芸能人
n03423479	ガスヒーター
n07895710	カベルネ
n10522759	節約家
n02727426	養蜂場
n03482523	針
n12646605	フジ
n03109150	栓抜き
n03832673	ノートパソコン
n03861430	アウトリガーカヌー
n13100156	毒草
n04181718	日よけ
n07684164	マツァ
n03837698	オースト・ハウス
n03423877	ガス燈
n12022054	除虫菊
n02731900	アクアプレーン
n02992795	接着剤
n01732789	黒蛇
n03441345	グローブボックス
n03619396	道具一式
n11834654	ミルナ
n04452848	歯
n04373704	回転椅子
n02607862	ベラ
n02872752	ブーツ
n07729485	大豆
n02928049	バターナイフ
n08598568	メッカ
n04137897	衛星放送
n11705387	桂
n03874138	外輪船
n07749312	バレンシアオレンジ
n03667235	照明装置
n01620135	カリフォルニアコンドル
n01623425	アメリカ大木葉木菟
n01859852	コハクチョウ
n03543012	ホットライン
n02744844	関節腔造影図
n02759963	自動ローダー
n03333610	屋内競技場
n12920204	ポインセチア
n12154773	タコノキ科
n01979874	渡蟹
n12052787	セロジネ
n12421467	水仙
n04143140	デジタルスキャナー
n07802863	粥
n03183080	道具
n01535690	ミヤマシトド
n02943241	カメラレンズ
n01937909	蛭
n02176439	コメツキムシ
n07767344	オリーブ
n04047401	高欄
n04046400	ラグランスリーブ
n02871525	本屋
n13193856	オシダ
n02694426	非常ベル
n09302616	ハイランド
n01916388	ウミエラ
n03718581	広間
n05244934	斑
n04546194	杖
n02853016	棟
n01697611	イリエワニ
n07591586	ブイヤベース
n02777292	平均台
n01446760	目高
n01595974	岩燕
n03877674	寝衣
n07818277	蒜
n02936714	鳥篭
n03973628	ポケットナイフ
n03524574	鍬
n05238282	表皮
n12437513	トリトマ
n02889425	歯止め
n10305802	開業医
n11692265	花被
n09979321	評論家
n04493381	甕
n03331077	トルコ帽
n02129837	ベンガルトラ
n02670382	素粒子加速器
n07847917	コーヒークリーム
n02469248	肩甲骨
n07934282	アイスティー
n09981939	カブスカウト
n02912894	軍隊らっぱ
n07870167	ラザーニャ
n07836456	ブラウンソース
n02490811	ピグミーマーモセット
n04443257	煙草屋
n02126139	サーバル
n07859583	舎利別
n03578656	界面
n02220804	黒蟻
n07919310	フィズ
n11834272	アッケシソウ
n02817031	ベアリング
n07903101	ビターズ
n02869737	ボンゴ
n03112719	コースレット
n07724492	ローメインレタス
n03875218	顔料
n04331277	サイドチェア
n13005984	ヒトヨタケ
n02074367	ジュゴン
n02793199	バーク
n02942349	ビデオカメラ
n04467099	トレーラーハウス
n12695975	センダン
n07732904	クレソン
n03514693	端縫
n03885028	パンティー
n04219424	絹布
n02122510	野良猫
n04079244	駐在
n01877812	ワラビー
n07800740	まぐさ
n04554871	ワッシャー
n03792334	マウンド
n02317781	クモヒトデ
n06263369	出版物
n12333530	バンジロウ
n07892418	ビンテージ
n02088466	警察犬
n04078574	貯水池
n03223162	ドアロック
n04059947	バックミラー
n11949402	カモミール
n04560113	給湯器
n10726031	ミスターレディー
n03106722	コール天
n07568818	粗飼料
n03195332	消化剤
n02987492	軍刀
n09304750	虚
n03729951	用具
n12744387	茘枝
n02704792	水陸両用車
n02763714	千枚通し
n04164757	秒針
n12483841	栄光蘭
n07828987	酢
n12957924	デンジソウ
n04192858	防衛
n03871083	包み
n02538010	マス
n02110185	シベリアンハスキー
n01672032	スッポン
n11791569	ボタンウキクサ
n02132788	コディアック羆
n07854982	エメンタール
n07909593	ドランブイ
n11939491	雛菊
n12019827	ステビア
n04299963	判子
n04390577	タンクトップ
n03402941	葬儀場
n04049585	雨量計
n11959259	オニタビラコ
n02503517	象さん
n03968293	プラグ
n02912065	食器棚
n03656957	電子レンズ
n02382850	エクスムーア
n03639077	たも
n01557962	ヤドリギツグミ
n11611758	高野槙
n12684379	ホウセンカ
n04099969	ロッキングチェア
n04590129	ブラインド
n04371430	海水パンツ
n07920540	コールコーヒー
n01779629	ダニ
n02328150	アンゴラ
n04487081	トロリーバス
n10566072	彫物師
n02779435	鞠
n04251144	シュノーケル
n03234164	猿股
n01484097	アオザメ
