n04403638	望远镜
n01491361	虎鲨
n04363991	外科手术
n04000311	印刷机
n02130308	猎豹
n01623880	斑点猫头鹰
n02121620	猫
n02023341	犁
n02795169	桶
n08518171	营地
n02946824	凸轮轴
n03602081	快艇
n03967942	塞子
n03917198	列柱
n03238131	更衣室
n01674464	蜥蜴
n07891726	葡萄酒
n01322604	小狗
n12121610	羊茅
n03254189	独木舟
n11634736	香雪松
n02878222	底部
n03742115	药箱
n11844892	夜绽放的蜡
n03877351	佩斯利
n01624833	长耳猫头鹰
n02490219	狨猴
n04141076	萨克斯
n04103206	擀面杖
n03051540	服装
n04397768	茶壶
n03278248	电子设备
n03650551	板条
n03115400	棉法兰绒
n01873310	鸭嘴兽
n01886756	胎盘
n12284262	赤杨
n09828216	宝贝
n03645011	门闩
n02326432	野兔
n02004492	警察鸟
n11934807	Michaelmas Daisy
n01449374	食蚊鱼
n04188179	床单
n04515003	直立钢琴
n03565288	印记
n12360108	秋海棠
n01776313	打上钩
n11810358	宝宝的呼吸
n02619550	挡泥板
n02710201	机器人
n03822504	编辑部
n02278210	贝母
n02088364	比格犬
n04143897	围巾
n03941684	钳子
n02921884	墓室
n04243546	老虎机
n03032811	圆
n02905036	肉鸡
n03689157	织布机
n04026813	推脚踏车
n10200781	重要人物
n03168217	躺椅
n01955084	石鳖
n04299370	失速
n09399592	海角
n10432441	朝圣者
n03085915	计算机系统
n03619650	配套元件
n03236735	服装
n03518943	打火机
n03007130	小教堂
n02775483	风笛
n09820263	运动员
n04132985	萨莫瓦
n01444339	电鳗
n11690254	托杯
n03035252	马戏团帐篷
n01558149	画眉
n03254374	独木舟
n02309337	毛虫
n03467517	吉他
n02274822	若虫
n04482297	经编针织物
n02480855	大猩猩
n10405694	病人
n02947818	烛台
n04436329	木材
n12766869	毒常春藤
n02763604	鸟类保护区
n03049782	特写镜头
n04450640	爽肤水
n03924069	留声机记录
n11753700	白三叶草
n07859284	糖
n04591887	酒桶
n03237992	晨衣
n10560106	同学
n03449451	葫芦葫芦
n03874293	桨轮
n03322836	农舍
n02848216	刀片
n01611800	回旋猎鹰
n02923129	燃烧器
n07935504	水
n04247440	吸烟室
n07691091	烤饼
n07642742	苹果酱
n02932019	小屋
n02107312	微型Pinscher
n07762244	番木瓜
n10722575	教练
n12245319	杜鹃花
n02896294	臀围
n12865824	常见鼠尾草
n01853498	斯科特
n12840749	军号
n10098245	吹笛子的
n04554211	洗脸板
n03880323	潘
n04561287	水表
n03584829	铁
n03344393	消防艇
n04475411	秋千
n07713763	芥末
n03261776	耳机
n07570720	营养
n04009552	投影机
n04001499	压力表
n04037964	赛艇
n09905185	注册会计师
n09889065	应召女郎
n01616086	鱼鹰
n07902121	中性酒精
n02911332	抛光机缓冲器
n10070711	表露主义者
n03491032	悬挂滑翔机
n02850732	搅拌机
n03036022	市政厅
n01855032	红胸梅甘瑟
n03186285	独桅帆船
n03050864	衣篮
n10737103	替补
n03066359	螺旋弹簧
n02445394	海獭
n12336224	红胶
n09398076	坑
n02944075	卡米索尔
n03974915	点拍相机
n04502197	高领
n09713108	荷兰人
n03507963	热机
n03094503	容器
n07680761	棕色面包
n04605726	包装
n01574045	新世界黑鸟
n03595523	泽西
n09830194	后面
n03208938	盘式制动器
n04527648	走廊
n03895866	客车
n01835276	山羊吸盘
n04145863	施密特望远镜
n04138977	平底锅
n01944812	食用蜗牛
n04266162	空间站
n04130143	沙拉吧
n03766935	磨石
n09920283	舞蹈编导
n03145522	球杆
n04125853	安全带
n09809925	排列器
n02152740	捕食者
n12128071	达拉斯格拉斯
n04238321	拉链
n03125729	摇篮
n02434954	Muntjac
n01622779	大灰猫头鹰
n12427184	虎百合
n03282401	点缀
n04127904	帆
n02095727	威尔士猎犬
n03695857	卢格
n04375405	同步变换器
n03112869	束腰
n07587441	杂烩
n10740868	新贵
n03528523	家用电脑
n03075634	结合
n02922578	布卡
n08659861	油田
n03333129	现场玻璃
n03376279	文件夹
n04305572	舱室
n03225988	双人床
n04568557	网
n02895438	呼气测醉器
n04200800	鞋店
n02580830	马鲛鱼
n03454211	抓钩
n02692877	飞艇
n10205457	内野手
n04329477	储藏室
n12050959	嚏根草碱
n04265275	空间加热器
n01527917	云雀
n03986704	门廊
n11625003	挪威云杉
n04405762	电视监视器
n01389507	原生动物
n05453657	中性粒细胞
n03202940	二极管
n02694045	过道
n13111881	盆景
n02419336	羚羊
n01578180	希尔·迈纳
n02760855	自动步枪
n02229544	板球
n13108545	遮荫树
n07879450	寿司
n03790512	摩托车
n04139395	桑拿房
n02470238	猿猴
n03625646	织针
n03664943	韧带
n07690152	汉堡包
n11955896	雾花
n04511002	大学
n01910747	海蜇
n03162460	暗室
n03097362	控制中心
n02361587	土拨鼠
n02128757	雪豹
n03574555	机构
n07814390	肉桂
n03863923	外套
n02444819	水獭
n02769748	背包
n04603399	工作站
n02099601	金毛猎犬
n12811027	苔藓粉
n09971273	乡下妇女
n02146371	棕蝠
n02753394	原子钟
n10189278	住院医师
n03766322	女帽
n03652729	瘦到
n04288533	弹簧秤
n07821260	可爱的伍德夫
n04061793	接待室
n02330245	鼠标
n07694516	酪乳饼干
n07711080	炸薯条
n11921395	珠光永存
n04355511	太阳裙
n02801525	盆地
n01314388	害虫
n09934337	齿圈
n04238763	滑尺
n14974264	纸
n01424420	疟原虫
n03226880	双门
n07802417	谷物
n03384891	正式服装
n03064935	齿轮齿
n12753573	红枫
n04389033	坦克
n02961544	汽车炸弹
n07917392	边角器
n07819896	西芹
n03855214	科尔扎
n03041632	切肉刀
n01663782	绿海龟
n03423719	垫片
n03612814	锅
n02510455	大熊猫
n07831146	卡巴拉
n01846331	鸭子
n02128385	豹
n12580654	日本紫藤
n03434285	发电机
n12618727	鳗鱼草
n08633683	滨水区
n02360282	花栗鼠
n11703669	月桂
n04440963	轮胎链
n03484487	护手霜
n02752496	运动袜
n04607869	手表
n11981192	草莓
n04128710	帆布
n10034201	饮酒者
n03071021	科隆香水
n07857356	芥末
n03000684	链锯
n01610552	鹞鹰
n03956157	天文馆
n12027222	海鲜
n04243941	投币机
n04194289	船
n04216634	筛筛
n10348526	海军海豹
n09251407	彗星
n02992211	大提琴
n02085374	玩具狗玩具
n03726760	桅杆
n07707451	蔬菜
n07843464	蛋奶酥
n04192698	盾牌盾牌
n03013580	衬衫
n11614250	黄松
n03426134	油箱
n03980874	雨披
n01395254	纤毛虫
n02782093	气球
n03410740	口吻
n02831595	百慕大短裤
n07898117	圣埃米隆
n02441942	黄鼠狼
n03548626	船体
n04609651	X射线机
n07769731	红毛丹
n12887293	气球花
n01641739	绿蛙
n01856553	灰雁
n03020416	筹码
n02763901	遮阳棚
n07681691	肉桂面包
n09718217	日语
n07876651	苏格兰鸡蛋
n04022332	泵
n04312432	尖塔尖塔
n04518343	真空计
n03474779	钢锯
n03802007	步枪
n03662887	救生衣
n11839568	四点
n04397452	茶杯
n02128925	美洲虎
n02598878	白鱼
n07858978	蜂蜜
n03180504	驱逐舰
n03417345	花园
n03919430	研杵
n02472293	人
n02803934	低音提琴
n03578055	对讲系统
n02106854	警犬
n02569484	后面的
n03691459	扬声器
n02380583	野马
n03865371	过夜
n02939866	卡尺
n02164464	甲虫
n03916720	外围设备
n07577374	咬
n02509197	金卡柔
n07724269	脆头莴苣
n03503997	前照灯
n02129165	狮子
n02768114	篮板
n03289985	系综
n07732168	甜玉米
n07933274	茶
n01632777	轴突
n03590306	夹克
n04021798	泵
n03159640	讲坛
n07575510	茶
n07860331	石榴花碱
n00006484	细胞
n07895237	波尔多
n09933098	鞋匠
n03683995	小盒
n03199901	小艇
n07725255	扁豆
n01959029	剃须刀
n01603812	雪松蜡翅
n04230603	滑雪杖
n11752578	三叶草
n04146050	学校
n12164363	甜瓜
n04403413	远摄镜头
n02058221	信天翁
n12336092	红口香糖
n10671613	继承人继承人
n01592540	卡罗莱纳·奇卡黛
n03156279	圆柱
n02110958	帕格狗
n04326547	石墙
n03950228	水壶
n03169063	译码器
n02817799	拍簧乐器
n10151760	吉他手
n04309833	蒸汽熨斗
n03761084	微波炉
n12129738	芦苇金丝雀草
n10148035	新郎
n12401684	无花果
n07912211	高球
n01528396	马尾辫
n07852229	斯蒂尔顿
n02782681	投票箱
n03509394	加热灯
n03423568	气柜
n12796022	岩白菜属
n09842528	低音提琴
n03487444	洗手液
n02715513	前厅
n03370387	荧光灯
n03743016	巨石
n04402580	电话听筒
n03382292	前院
n02883344	箱
n02961451	卡宾枪
n02961035	大篷车
n03381126	鞋类
n11618861	落叶松
n03699591	弯刀
n03017168	钟
n03439814	滑翔机
n03718458	庄园
n10521662	记者
n02533209	沙丁鱼
n04552348	军用飞机
n03413684	Gambrel
n04127521	安全剃刀
n12713063	金桔
n07878145	牛肉条
n03804744	指甲
n10267865	小妹妹
n13052670	森林母鸡
n04227144	素描研究
n03789946	发动机
n03494537	口琴
n02090475	猎狼犬
n03218198	狗雪橇
n04435180	瓦片
n03914438	胡椒瓶
n04419642	特里明
n07868200	法国土司
n02065407	小罗奎尔
n03748162	商业机构
n07593199	自助餐
n03450516	长袍
n03429914	纱布
n03349892	头等舱
n04105068	屋顶
n04185804	剃须刀
n02211444	切叶蜂
n02105641	古英国牧羊犬
n03865949	套鞋
n01491006	蓝鲨
n09873473	养家糊口者
n04020912	普尔曼
n07748912	甜橙
n03127925	机箱
n04282494	夹板
n03329302	费里斯轮
n02050442	红领灰袍
n03585073	铁
n02133704	亚洲黑熊
n09946814	主持人
n02123394	波斯猫
n01661091	爬行动物
n13136316	豆
n03223686	门槛
n03868242	牛车
n03201776	晚礼服
n03303217	排气扇
n02363005	海狸
n02279972	帝王蝶
n07764630	罗望子
n04563413	水车
n02311060	幼虫
n03920288	培养皿
n03431243	齿轮
n04061969	龛龛
n12124627	黑麦草
n09308743	冰帽
n07860447	槭糖浆
n03996145	电锯
n02601344	乌鱼
n03453443	葡萄树
n12640839	日本杏
n04254680	足球
n07895595	基安蒂
n02910145	斗式座椅
n04152593	屏幕
n12399132	桑树
n01667114	泥龟
n02555863	鲈鱼
n01950731	努迪布拉恩海蛞蝓
n03792782	山地车
n04171208	旗语
n03092656	慰问
n02843684	鸟舍
n07714990	西兰花
n03309110	眼线笔
n04140631	锯马
n03836906	尼龙
n07893642	香槟
n03876231	画笔
n03590588	盒子里的杰克
n04040247	子午线轮胎
n07875436	意大利饭
n02807133	泳帽
n04255899	Sod House
n07894298	梅多克
n03240892	钻孔压力机
n14696793	岩石
n04483307	三体船
n02470899	类人猿
n02054036	鸬鹚
n03787032	砂浆板
n12912670	沙眼草
n07751451	梅子
n03361550	平地
n04200000	鞋
n09811852	炮手
n02076779	耳海豹
n01599556	洛格黑德·施莱克
n03642444	翻领
n09855433	传记作者
n03238586	梳妆台
n04585980	温彻斯特
n01959492	巨蛤
n12593994	椰枣树
n03165466	托儿所
n03684823	机车
n04015908	量角器
n02861886	身体
n02321170	羽毛星
n02203152	蠓
n02755529	攻击潜艇
n02974697	案例
n03039015	克劳维尔
n12074408	文心兰
n07930062	水果打孔器
n02397529	山核桃
n04045255	雷达罩
n03521076	铰链
n02404573	婆罗门
n03460297	磨石
n03733925	测量仪器
n03150511	卷铁
n03126707	起重机
n07911677	鸡尾酒
n10321340	小林格尔
n04347754	潜艇
n03676483	口红唇膏
n07713267	花椒
n12560621	豌豆园
n10763620	女服务员
n03180384	甜点匙
n04052658	牧场屋
n03947798	皮克
n03502331	头罩
n07597365	糖果
n02163297	弹尾弹尾弹
n04212282	羽毛球
n02016358	金鸡
n04116098	橡皮筋
n03589513	杰克
n03996416	电铲
n10689306	尾部
n02738535	扶手椅
n04122492	貂皮大衣
n03957315	播种机
n04072551	控制
n02410702	美洲野牛
n03135532	交叉
n12759273	腰果
n04535524	别墅
n02298541	鹰蛾
n02973017	夹持器
n12164656	香瓜
n02590702	布雷姆
n04477548	宝箱
n02487347	猕猴
n04389521	坦克车
n02823428	啤酒瓶
n10019406	潜水员
n12256112	温特格林
n10542761	跑步者
n10386984	外野手
n03427202	加特棒
n12953206	桂花蕨
n12494794	皇家凤凰
n07611991	慕斯
n12337617	蓝胶
n02776825	巴拉克拉瓦
n03442597	日晷
n12484784	水三叶草
n03825080	睡衣
n02276355	红上将
n01812662	石鸽
n03543735	热水瓶
n07775050	开心果
n02809105	蜡染
n04039742	壁球
n07914995	小精灵
n03605598	跳伞服
n10548537	推销员
n03003091	粉笔
n07765073	日期
n03100490	运输
n07748753	苦橙
n07822323	豆蔻
n06272612	语音信箱
n01504344	雏鸟
n04113194	轮盘
n11902200	罂粟
n04141327	鞘
n01982650	龙虾
n02399000	反刍动物
n04142731	扫描仪
n01662784	乌龟
n03956922	工厂
n03557692	制冰机
n02760099	自动售货机
n02156871	四足动物
n04489695	特鲁索
n04191595	避难所
n04285008	跑车
n07814203	肉桂色
n07887967	淡啤酒
n02984203	大教堂
n04474187	运输船
n10427764	物理治疗师
n04345028	学习
n02006656	琵鹭
n03609397	卡苏
n03605915	连接
n03394916	法国号角
n03196598	数字显示
n03541091	医院病房
n02106030	牧羊犬
n11918286	藿香
n04281260	痰盂
n10092978	上尉
n04350769	糖勺
n13144084	榛子
n01742172	大蟒蛇
n03049924	布帽
n04592741	翼
n03938522	枕头花边
n13237188	蜡树
n02901377	布里格
n12159055	夏瓜
n11992806	非洲雏菊
n03356982	法兰绒
n03874599	挂锁
n01484850	大白鲨
n04004990	打印机电缆
n07930315	含羞草
n01530575	Brambling
n03121298	法院大楼
n03709363	马格纳姆
n01946630	尼莉塔
n02112018	波美拉尼亚人
n12638753	阿勒格尼李子
n07896287	甜酒
n03261603	耳罩
n01990800	等足类动物
n10502329	拉比
n09927451	牧师
n03549732	飓风甲板
n02777100	平衡
n03445617	高尔夫球袋
n12932966	欧芹
n12310349	丁香花
n02475669	智人
n03275681	电解电容器
n03407865	fusee驱动器
n03222176	门
n02624167	鲭鱼
n10560637	科学家
n02927887	蝶阀
n04337287	弹力裤
n11697560	小檗
n02584449	食人鱼
n04442312	烤面包机
n12946849	山茱萸
n01392380	阿米巴变形虫
n03416640	车库
n03296081	擒纵机构
n04119751	rundle
n11875938	头卷心菜
n04215402	人行道
n07866723	蛋卷
n02682922	气溶胶
n03701391	机枪
n07854184	莫泽雷勒干酪
n03724066	睫毛膏
n10630188	演讲者
n10308732	修理工
n07906718	波旁威士忌
n03904433	三轮车
n02431122	红鹿
n04086273	左轮手枪
n02443346	雪貂
n04595028	无线局域网
n03992509	波特车轮
n10761190	旅行者
n02319095	海胆
n02089555	猎狐犬
n02117900	斑鬣狗
n07714571	结球甘蓝
n03708036	磁带
n03661043	图书馆
n03250089	鼓式制动器
n12327022	水蜜草
n02940385	呼叫中心
n07591961	西班牙海鲜饭
n03571625	墨水瓶
n12714755	花椒
n02481366	山地大猩猩
n03542333	酒店
n04049303	雨桶
n12065316	有缘虎鲸
n02979836	石膏
n01756291	响尾蛇
n04103364	机车车辆
n03464053	G字符串
n03858183	耳镜
n07826930	八角
n12794985	落新妇
n03492922	安全帽
n03383099	前桅
n07748416	Tangerine夜店
n02046939	黑吉勒莫
n04485082	三脚架
n03165096	天床
n06276697	广播
n04004210	印制电路
n15093298	维生素C
n03831382	鼻环
n01740551	盲蛇
n01318381	头
n11857696	马齿苋属
n04097373	双座跑车
n04550184	衣柜
n03973839	怀表
n12460697	葡萄风信子
n04167346	播种机
n02679257	加法器
n03681477	局域网
n04049405	防水雨衣
n10366966	护士
n02844307	一点
n12836337	蓝眼睛宝贝
n04175574	服务俱乐部
n04450994	舌头
n04401088	电话
n02282257	蓝色
n02474777	智人
n02252226	蚜虫
n03785237	穆凯特
n09256479	珊瑚礁
n10259997	中校
n01953361	贝利
n03343737	火灾报警
n09951274	计算机用户
n02437312	阿拉伯骆驼
n07894102	博若莱
n07697100	汉堡包
n04160372	接缝
n03046257	时钟
n03716966	曼陀林
n09902954	司仪
n03309687	眼影
n03984381	门廊
n04572935	好
n03235042	客厅
n12215579	班克西亚
n02138441	猫鼬
n02948072	蜡烛
n04380255	桌面叉
n12675876	日本金银花
n07744057	菱果
n02851099	盲屏
n03146219	胸甲
n04164406	第二基地
n03213538	分配器盖
n04317175	听诊器
n03440216	全球定位系统
n10123844	一般
n02109525	圣伯纳德
n02377480	母马
n01797020	五车二
n11661372	紫杉
n03320046	风扇
n04136333	纱笼
n02893608	面包篮
n04398951	茶几
n03244047	一号木匠
n07869111	哈吉斯
n06278338	有线电视
n07771212	核桃
n02234355	美洲蟑螂
n02891788	黄铜
n02796995	酒吧间
n03251533	干船坞
n02682569	曝气器
n03478907	大厅
n02887209	撑杆
n09834699	芭蕾舞演员
n02802990	筐组织
n03516266	人字骨
n04409515	网球
n09760609	同伴
n02921029	本生灯
n03197337	数字手表
n01606672	麻雀鹰
n01891633	什鲁
n07747951	普通话
n04445952	拨动开关
n04410086	男高音鼓
n02952374	食堂
n04534359	录像带
n02312006	蛴螬
n02667093	阿巴亚
n01955933	双瓣
n04469514	蹦床
n04044498	无线电话
n07850329	奶酪
n02768226	篮板
n03715386	甲虫
n03714235	化妆
n07899108	苦艾酒
n04059157	成衣
n04177820	定居
n04057981	阅读灯
n04135710	保鲜膜
n03357716	襟翼
n04023962	打孔袋
n03595614	针织
n04094720	隔水管
n01321456	成人
n03064758	棺材棺材
n04346511	风格笔
n03855604	O形环
n03120198	庭院
n12268246	橡树橡树
n02977438	收银机
n12821895	花园
n02123159	虎猫
n04141198	萨克斯管
n09206896	阿罗约
n02162561	蝎蝇
n03943266	顶峰
n02794156	气压计
n02766534	婴儿车
n02715229	天线
n04099429	火箭
n07801342	青贮饲料
n03196324	数字计算机
n02881193	碗
n09938449	护色器
n04193377	换档键
n07750586	杏仁
n12330891	杨梅
n03534580	裙摆
n02439398	奥卡皮亚·约翰斯顿
n09859152	铁匠
n03338821	胶片
n07822518	辣椒
n04381073	汤匙
n04599124	低音扬声器
n02202006	普通蚊子
n04494204	管
n09224725	虚张声势
n07876189	酸菜
n04367480	拭子
n02988486	CD-R
n02125494	西洛
n02671780	附件
n04198562	衬衫女郎
n04559166	水冷却器
n09451237	超新星
n02036053	高跷
n02978753	砂锅
n12602980	大黄
n04284002	勺子
n12145477	爆米花
n04463679	轨道
n01990007	螳螂虾
n01576076	金莺
n12708654	酸橙
n01728572	雷蛇
n03481172	铁锤
n11748002	豆科植物
n01525720	奥斯卡
n03744840	存储设备
n03249569	鼓膜
n01744100	网纹蟒蛇
n12416073	黑莓百合
n03652932	皮带
n04076284	重复射击
n07735803	萝卜
n02811059	球笼
n04554684	洗衣机
n02919792	平房
n12578626	豇豆
n12833985	连环木属
n02027075	斑点风笛
n03912218	宾夕法尼亚州
n07730207	胡萝卜
n12800586	斜接
n06277280	电视
n12319414	英国胡桃
n01573074	云雀
n02687992	机场
n10043643	经济学家
n12418221	蓝眼草
n02430559	雄鹿
n02773838	包
n02438272	羊驼
n03176594	除臭剂
n07582277	开胃食品
n03279153	电子乐器
n03553019	水翼箔片
n01677366	普通鬣蜥
n02438173	关那哥
n02944146	吊带
n09616922	艺人
n03423479	燃气加热器
n07895710	赤霞珠
n10522759	救援者
n02727426	养蜂场
n03482523	手
n12646605	富士
n03109150	开塞螺丝
n03832673	笔记本电脑
n03861430	有舷外支架的木舟
n13100156	有毒植物
n04181718	阴影
n07684164	马特佐
n03837698	烘烤房
n03423877	煤气灯
n12022054	彩绘雏菊
n02731900	水上飞机
n02992795	纤维素胶带
n01732789	黑鼠蛇
n03441345	杂物箱
n03619396	成套装备
n11834654	盐麦汁
n04452848	牙齿
n04373704	转椅
n02607862	木薯
n02872752	靴子
n07729485	大豆
n02928049	黄油刀
n08598568	麦加
n04137897	卫星电视
n11705387	桂皮
n03874138	桨轮船
n07749312	瓦伦西亚橙
n03667235	照明
n01620135	加利福尼亚秃鹰
n01623425	猫头鹰
n01859852	比威克天鹅
n03543012	热线
n02744844	关节造影照片
n02759963	自动装载机
n03333610	体育馆
n12920204	一品红
n12154773	松柏
n01979874	蓝蟹
n12052787	贝母兰属
n12421467	水仙
n04143140	扫描仪
n07802863	格罗茨
n03183080	装置
n01535690	白冠麻雀
n02943241	摄像机镜头
n01937909	水蛭
n02176439	点击甲虫
n07767344	橄榄树
n04047401	栏杆栏杆
n04046400	袖珍袖
n02871525	书店
n13193856	雄性蕨类
n02694426	报警
n09302616	高地
n01916388	海毛
n03718581	庄园大厅
n05244934	斑疹
n04546194	手杖
n02853016	块
n01697611	亚洲鳄鱼
n07591586	浓汤
n02777292	平衡梁
n01446760	千斤的
n01595974	德力乔·乌尔比卡·马丁家
n03877674	睡衣睡衣
n07818277	大蒜
n02936714	笼子
n03973628	小刀
n03524574	锄头
n05238282	皮肤
n12437513	尼菲菲
n02889425	刹车
n10305802	医生
n11692265	花被
n09979321	评论家
n04493381	桶
n03331077	塔尔博什
n02129837	孟加拉虎
n02670382	加速器
n07847917	淡奶油
n02469248	肩胛骨
n07934282	冰茶
n09981939	童子军
n02912894	号角
n07870167	千层面
n07836456	中国酱油
n02490811	皮格米·马莫塞特
n04443257	烟草店
n02126139	伺服
n07859583	糖浆糖浆
n03578656	接口
n02220804	木蚁
n07919310	菲兹
n11834272	海蓬子
n02817031	轴承
n07903101	苦味剂
n02869737	邦戈
n03112719	紧身衣
n07724492	cos
n03875218	颜料颜料
n04331277	直椅
n13005984	墨汁蘑菇
n02074367	儒艮
n02793199	吠声
n02942349	摄像机
n04467099	拖车
n12695975	杨梅
n07732904	豆瓣菜
n03514693	卷边
n03885028	内裤
n04219424	丝绸
n02122510	胡同猫
n04079244	住宅
n01877812	袋鼠
n07800740	饲料
n04554871	垫圈
n03792334	丘
n02317781	脆星
n06263369	媒体
n12333530	番石榴
n07892418	酿造的
n02088466	侦探犬
n04078574	水库
n03223162	门锁
n04059947	后视镜
n11949402	洋甘菊
n04560113	热水器
n10726031	异装癖者
n03106722	灯芯绒灯芯绒
n07568818	粗纤维
n03195332	消化池
n02987492	骑兵剑
n09304750	空心孔
n03729951	材料
n12744387	荔枝
n02704792	两栖
n02763714	锥子
n04164757	秒针
n12483841	西班牙匕首
n07828987	醋
n12957924	水草
n04192858	盾
n03871083	包裹
n02538010	湖鳟鱼
n02110185	西伯利亚雪橇犬
n01672032	甲鱼
n11791569	雌蕊
n02132788	阿拉斯加棕熊
n07854982	埃门塔尔
n07909593	特朗布
n11939491	雏菊
n12019827	甜叶菊
n04299963	邮票
n04390577	罐顶
n03402941	殡仪馆
n04049585	雨量计
n11959259	鹰的胡子
n02503517	大象
n03968293	插头
n02912065	自助餐
n03656957	透镜
n02382850	埃克莫尔
n03639077	登陆网
n01557962	米塞尔画眉
n11611758	石松
n12684379	宝石草
n04099969	摇椅
n04590129	窗帘
n04371430	泳裤
n07920540	冰咖啡
n01779629	螨类
n02328150	安哥拉
n04487081	无轨电车
n10566072	雕刻家
n02779435	球
n04251144	通气管
n03234164	抽屉
n01484097	Mako
n01753032	海雀亚丁
n04273064	分光镜
n07849336	酸奶
n03654576	腿
n03589791	夹克
n02029087	卷毛风笛手
n01934440	环节动物
n03498962	斧头
n01321230	男性的
n04187970	阿富汗羊皮大衣
n01904029	胸甲
n03323703	紧固件
n03762332	米甸
n02418064	山羊羚羊
n03058107	涂层
n02620167	平头
n02594250	石首鱼
n04116512	橡皮橡皮橡皮铅笔橡皮
n07801779	紫花苜蓿
n02480495	猩猩
n00017222	植物
n12237641	山月桂
n03685820	住宿
n02328429	鼠兔
n03002711	长椅
n06278475	高清电视
n07762740	阿基奇
n00021939	人工制品
n00120010	单足蹦跳
n00141669	登记入住
n00288000	盛装舞步
n00288384	皮亚菲
n00324978	游乐场
n00326094	攀岩运动
n00433458	接触式运动
n00433661	户外运动
n00433802	体操
n00434075	杂技
n00439826	田径运动
n00440218	跳跃的
n00440382	跳远
n00440509	跳高
n00440747	滑雪
n00440941	越野滑雪
n00442115	游泳
n00442437	洗澡
n00442847	骤降
n00442981	跳水跳水
n00444651	潜水
n00445055	冲浪
n00445226	滑水运动
n00445351	划船
n00445685	划桨
n00445802	拳击
n00446311	职业拳击
n00446411	战斗中
n00446493	战斗
n00446804	闪耀闪光
n00446980	射箭运动
n00447540	摔跤
n00447957	古典式摔跤
n00448126	职业摔角
n00448232	相扑
n00448466	滑冰
n00448748	花样滑冰
n00448958	轮滑
n00449054	滑板运动
n00449168	速度滑冰
n00449295	赛跑
n00450070	赛马
n00450335	骑马
n00451370	骑脚踏车兜风
n00452034	斗牛
n00452152	斗鸡
n00452293	狩猎狩猎
n00453935	钓鱼
n00454237	垂钓
n00454395	飞钓
n00454624	铸件
n00455173	冲浪
n00456465	日间游戏
n00463246	体育游戏
n00463543	冰球
n00464478	水球
n00464651	户外游戏
n00464894	高尔夫
n00466377	一轮高尔夫
n00466524	奖牌
n00466630	比赛
n00466712	小型高尔夫球
n00466880	槌球
n00467320	马蹄铁
n00467536	洗牌
n00467995	曲棍球
n00468480	足球
n00469651	美式足球
n00470554	职业足球
n00470682	触摸足球
n00470830	投掷
n00470966	橄榄球
n00471613	棒球
n00474657	职业棒球
n00474769	硬球
n00475014	不打
n00475787	垒球
n00476389	板球
n00477392	长曲棍球
n00477639	马球
n00478262	足球
n00479440	手球
n00479616	壁球
n00479887	壁球
n00480211	排球
n00480366	贾伊·阿莱
n00480508	羽毛球
n00480993	篮球
n00482298	网球
n00483313	单打
n00483409	单打
n00483508	双打
n00483605	双打
n00523513	运动
n00812526	扣子
n00825773	柔道
n00887544	团体运动
n01055165	露营
n01315213	偷窥者
n01315581	热的
n01323781	巨人
n01332181	马尔堡病毒
n01339801	巨细胞病毒
n01340935	呼肠孤病毒
n01365885	淋病
n01369358	鼠伤寒沙门氏菌
n01379389	葡萄球菌
n01381044	链球菌
n01382033	螺旋体
n01384164	浮游动物
n01390763	太阳虫
n01402600	褐藻
n01415626	真核生物
n01419888	贾第鞭毛虫
n01421333	隐源植物
n01439121	塞浦路斯鱼
n01439808	家养鲤鱼
n01442450	罗奇
n01448291	剑尾鱼
n01459791	胎儿
n01462544	原肠胚
n01462803	桑椹胚
n01467804	文昌鱼柳叶刀
n01468238	尿囊炎
n01469723	萨尔帕
n01486010	脱粒机
n01515078	夜鸟
n01520576	猕猴桃
n01526766	食蜜者
n01533893	罗斯比尔
n01540566	晚霞
n01541760	磁共振
n01545574	琴鸟
n01556514	Thickhead
n01568720	五月角莺
n01569971	黄胸海棠
n01574801	生锈的黑鸟
n01579729	山楂
n01581730	胡桃钳
n01589718	棕色爬行动物
n01589893	欧洲爬行动物
n01593553	佛丁
n01596608	紫色马丁
n01615303	堪察加海鹰
n01625121	猫头鹰
n01633781	巨蝾螈
n01638722	金鱼
n01654637	非洲爪蛙
n01655344	盲肠虫
n01666585	短吻鳄甲鱼
n01674216	蜥蜴类的
n01697457	非洲鳄鱼
n01698640	美洲短吻鳄
n01698782	中国扬子鳄
n01701859	剑龙
n01710177	双脚畸胎
n01714231	异龙
n01717467	迅猛龙
n01724840	鱼龙
n01744270	印度蟒蛇
n01749742	黑曼巴树
n01758757	尸体
n01770795	假蝎子
n01771417	鞭子蝎子
n01780142	螨类
n01782209	蜘蛛螨
n01787006	海蜘蛛
n01787191	merostomata
n01790711	猎禽
n01793340	春鸡
n01803893	阿格斯
n01811243	杜多
n01814549	雏鸽
n01815036	信鸽
n01821554	卡罗莱纳鹦鹉
n01824344	阿尼
n01832167	敏捷的
n01835769	欧洲山楂
n01844551	奎泽尔
n01851573	大骗局
n01860497	尖叫者
n01875313	普通负鼠
n01879217	帕德梅隆
n01880152	大鼠袋鼠
n01889520	鼹鼠
n01903234	鳞片
n01903346	盾牌
n01903498	片晶
n01911839	水生动物
n01930112	线虫
n01936671	轮虫
n01936858	海鼠
n01948573	软骨病
n01951613	赫米森达·克拉西科尼斯
